 "personID" 	 "ageAtDeath" 	 "causeOfDeath" 	 "dateOfDeath" 	 "familyname" 	 "name" 	 "placeOfDeath" 	 "images" 
 "http://api.aucklandmuseum.com/id/person/C2626" 	 "24" 	 "Killed in Action" 	 "15 Sep 1916" 	 "Clark" 	 "Charles Robert Cyril" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C2626/media/1|http://api.aucklandmuseum.com/id/person/C2626/media/2" 
 "http://api.aucklandmuseum.com/id/person/C10335" 	 "21" 	 "Died of Disease" 	 "18 Feb 1918" 	 "Mapp" 	 "Richard William" 	 "[United Kingdom]" 	 "http://api.aucklandmuseum.com/id/person/C10335/media/4|http://api.aucklandmuseum.com/id/person/C10335/media/2|http://api.aucklandmuseum.com/id/person/C10335/media/1|http://api.aucklandmuseum.com/id/person/C10335/media/3|http://api.aucklandmuseum.com/id/person/C10335/media/5" 
 "http://api.aucklandmuseum.com/id/person/C12356" 	 "29" 	 "Killed in Action" 	 "25 Apr 1915" 	 "Parsons" 	 "Wilmett Napier" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C12356/media/14|http://api.aucklandmuseum.com/id/person/C12356/media/7|http://api.aucklandmuseum.com/id/person/C12356/media/16|http://api.aucklandmuseum.com/id/person/C12356/media/6|http://api.aucklandmuseum.com/id/person/C12356/media/1|http://api.aucklandmuseum.com/id/person/C12356/media/3|http://api.aucklandmuseum.com/id/person/C12356/media/2|http://api.aucklandmuseum.com/id/person/C12356/media/11|http://api.aucklandmuseum.com/id/person/C12356/media/15|http://api.aucklandmuseum.com/id/person/C12356/media/4|http://api.aucklandmuseum.com/id/person/C12356/media/9|http://api.aucklandmuseum.com/id/person/C12356/media/10|http://api.aucklandmuseum.com/id/person/C12356/media/13|http://api.aucklandmuseum.com/id/person/C12356/media/5|http://api.aucklandmuseum.com/id/person/C12356/media/8|http://api.aucklandmuseum.com/id/person/C12356/media/12|http://api.aucklandmuseum.com/id/person/C12356/media/17|http://api.aucklandmuseum.com/id/person/C12356/media/18" 
 "http://api.aucklandmuseum.com/id/person/C12005" 	 "29" 	 "Died of Disease" 	 "09 Nov 1918" 	 "Parr" 	 "Thomas Alexander" 	 "[United Kingdom]" 	 "http://api.aucklandmuseum.com/id/person/C12005/media/1|http://api.aucklandmuseum.com/id/person/C12005/media/2" 
 "http://api.aucklandmuseum.com/id/person/C15804" 	 "27" 	 "Killed in Action" 	 "28 Aug 1915" 	 "Tickell" 	 "Richard Maurice Griffin" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C15804/media/1" 
 "http://api.aucklandmuseum.com/id/person/C10389" 	 "33" 	 "Killed in Action" 	 "22 May 1918" 	 "Marshall" 	 "George Alto" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C10389/media/4|http://api.aucklandmuseum.com/id/person/C10389/media/3|http://api.aucklandmuseum.com/id/person/C10389/media/5|http://api.aucklandmuseum.com/id/person/C10389/media/6|http://api.aucklandmuseum.com/id/person/C10389/media/1|http://api.aucklandmuseum.com/id/person/C10389/media/2" 
 "http://api.aucklandmuseum.com/id/person/C16896" 	 "23" 	 "Killed in Action" 	 "17 Sep 1916" 	 "Wilkinson" 	 "Harold Aicken" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C16896/media/1|http://api.aucklandmuseum.com/id/person/C16896/media/2|http://api.aucklandmuseum.com/id/person/C16896/media/3" 
 "http://api.aucklandmuseum.com/id/person/C14613" 	 "22" 	 "Killed in Action" 	 "12 Oct 1917" 	 "Smith" 	 "Eric Summers" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C14613/media/1|http://api.aucklandmuseum.com/id/person/C14613/media/2" 
 "http://api.aucklandmuseum.com/id/person/C14105" 	 "26" 	 "Killed in Action" 	 "07 Jan 1918" 	 "Scott" 	 "George Ellis" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C14105/media/1|http://api.aucklandmuseum.com/id/person/C14105/media/2" 
 "http://api.aucklandmuseum.com/id/person/C12373" 	 "38" 	 "Killed in Action" 	 "07 Jun 1917" 	 "Pearce" 	 "Daniel William" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C12373/media/1|http://api.aucklandmuseum.com/id/person/C12373/media/2|http://api.aucklandmuseum.com/id/person/C12373/media/3" 
 "http://api.aucklandmuseum.com/id/person/C16309" 	 "29" 	 "Killed in Action" 	 "07 Jun 1917" 	 "Wallace" 	 "Norman" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C16309/media/1|http://api.aucklandmuseum.com/id/person/C16309/media/2|http://api.aucklandmuseum.com/id/person/C16309/media/3" 
 "http://api.aucklandmuseum.com/id/person/C32" 	 "20" 	 "Killed in Action" 	 "11 May 1918" 	 "Adams" 	 "Clarence George" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C32/media/1|http://api.aucklandmuseum.com/id/person/C32/media/2|http://api.aucklandmuseum.com/id/person/C32/media/3|http://api.aucklandmuseum.com/id/person/C32/media/4" 
 "http://api.aucklandmuseum.com/id/person/C12854" 	 "22" 	 "Killed in Action" 	 "07 Jun 1917" 	 "Redshaw" 	 "William Ernest" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C12854/media/1|http://api.aucklandmuseum.com/id/person/C12854/media/2|http://api.aucklandmuseum.com/id/person/C12854/media/3" 
 "http://api.aucklandmuseum.com/id/person/C67471" 	 "41" 	 "Died of wounds" 	 "08 Jun 1917" 	 "Gough" 	 "Frederick Edwin" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C67471/media/1|http://api.aucklandmuseum.com/id/person/C67471/media/2" 
 "http://api.aucklandmuseum.com/id/person/C8055" 	 "22" 	 "Killed in Action" 	 "29 Apr 1915" 	 "Kearney" 	 "Martin" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C8055/media/1" 
 "http://api.aucklandmuseum.com/id/person/C9718" 	 "21" 	 "Killed in Action" 	 "05 Apr 1918" 	 "Mackay" 	 "Roderick" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C9718/media/1|http://api.aucklandmuseum.com/id/person/C9718/media/2" 
 "http://api.aucklandmuseum.com/id/person/C3941" 	 "31" 	 "Killed in Action" 	 "14 Jul 1916" 	 "Dick" 	 "Robert Wotherspoon" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C3941/media/1" 
 "http://api.aucklandmuseum.com/id/person/C5297" 	 "36" 	 "Killed in Action" 	 "28 Sep 1916" 	 "Gandy" 	 "James Hunter" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C5297/media/1" 
 "http://api.aucklandmuseum.com/id/person/C1457" 	 "26" 	 "Killed in Action" 	 "07 Jun 1917" 	 "Bowles" 	 "Percival McLaren" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C1457/media/1|http://api.aucklandmuseum.com/id/person/C1457/media/2" 
 "http://api.aucklandmuseum.com/id/person/C33349" 	 "36" 	 "Died of Sickness" 	 "23 Nov 1918" 	 "Stewart" 	 "George Ross" 	 "Trentham" 	 "http://api.aucklandmuseum.com/id/person/C33349/media/1" 
 "http://api.aucklandmuseum.com/id/person/C13749" 	 "23" 	 "Died of wounds" 	 "11 Oct 1916" 	 "Woods" 	 "William Henry" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C13749/media/1|http://api.aucklandmuseum.com/id/person/C13749/media/4|http://api.aucklandmuseum.com/id/person/C13749/media/6|http://api.aucklandmuseum.com/id/person/C13749/media/7|http://api.aucklandmuseum.com/id/person/C13749/media/5|http://api.aucklandmuseum.com/id/person/C13749/media/2|http://api.aucklandmuseum.com/id/person/C13749/media/3" 
 "http://api.aucklandmuseum.com/id/person/C85992" 	 "89" 	 "Died from Natural Causes" 	 "05 May 1984" 	 "Wyatt" 	 "James Patrick" 	 "Invercargill" 	 "http://api.aucklandmuseum.com/id/person/C85992/media/1|http://api.aucklandmuseum.com/id/person/C85992/media/2" 
 "http://api.aucklandmuseum.com/id/person/C10505" 	 "22" 	 "Killed in Action" 	 "17 Mar 1918" 	 "Mather" 	 "Robert" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C10505/media/1|http://api.aucklandmuseum.com/id/person/C10505/media/2|http://api.aucklandmuseum.com/id/person/C10505/media/3|http://api.aucklandmuseum.com/id/person/C10505/media/4" 
 "http://api.aucklandmuseum.com/id/person/C9231" 	 "35" 	 "Killed in Action" 	 "25 Dec 1917" 	 "McConnon" 	 "Edward" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C9231/media/1|http://api.aucklandmuseum.com/id/person/C9231/media/2" 
 "http://api.aucklandmuseum.com/id/person/C11723" 	 "33" 	 "Died of Disease" 	 "01 Mar 1919" 	 "O'Sullivan" 	 "Edward" 	 "New Zealand" 	 "http://api.aucklandmuseum.com/id/person/C11723/media/1" 
 "http://api.aucklandmuseum.com/id/person/C15022" 	 "23" 	 "Died of Disease" 	 "19 Oct 1918" 	 "Stewart" 	 "Arthur David" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C15022/media/1|http://api.aucklandmuseum.com/id/person/C15022/media/2|http://api.aucklandmuseum.com/id/person/C15022/media/3" 
 "http://api.aucklandmuseum.com/id/person/C1694" 	 "34" 	 "Killed in Action" 	 "14 Jun 1917" 	 "Broomfield" 	 "Robert Charles" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C1694/media/1|http://api.aucklandmuseum.com/id/person/C1694/media/2" 
 "http://api.aucklandmuseum.com/id/person/C971" 	 "20" 	 "Died of Disease" 	 "28 May 1918" 	 "Beer" 	 "Leslie William" 	 "Great Britain" 	 "http://api.aucklandmuseum.com/id/person/C971/media/1|http://api.aucklandmuseum.com/id/person/C971/media/2" 
 "http://api.aucklandmuseum.com/id/person/C12511" 	 "25" 	 "Killed in Action" 	 "30 May 1918" 	 "Pottinger" 	 "Alexander" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C12511/media/1|http://api.aucklandmuseum.com/id/person/C12511/media/2" 
 "http://api.aucklandmuseum.com/id/person/C15297" 	 "26" 	 "Killed in Action" 	 "12 Oct 1917" 	 "Swenson" 	 "John Cornelius" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C15297/media/1|http://api.aucklandmuseum.com/id/person/C15297/media/2" 
 "http://api.aucklandmuseum.com/id/person/C11624" 	 "20" 	 "Died of Sickness" 	 "16 Oct 1918" 	 "O'Connell" 	 "Stanley Kingston" 	 "England" 	 "http://api.aucklandmuseum.com/id/person/C11624/media/1|http://api.aucklandmuseum.com/id/person/C11624/media/2" 
 "http://api.aucklandmuseum.com/id/person/C14027" 	 "41" 	 "Died of Disease" 	 "13 Aug 1915" 	 "Savage" 	 "Thomas Copeland" 	 "Egypt" 	 "http://api.aucklandmuseum.com/id/person/C14027/media/6|http://api.aucklandmuseum.com/id/person/C14027/media/4|http://api.aucklandmuseum.com/id/person/C14027/media/2|http://api.aucklandmuseum.com/id/person/C14027/media/1|http://api.aucklandmuseum.com/id/person/C14027/media/5|http://api.aucklandmuseum.com/id/person/C14027/media/3|http://api.aucklandmuseum.com/id/person/C14027/media/7" 
 "http://api.aucklandmuseum.com/id/person/C1680" 	 "21" 	 "Killed in Action" 	 "07 Jun 1917" 	 "Brookes" 	 "Arthur" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C1680/media/1|http://api.aucklandmuseum.com/id/person/C1680/media/2" 
 "http://api.aucklandmuseum.com/id/person/C2021" 	 "26" 	 "Died of wounds" 	 "23 Oct 1918" 	 "Burrows" 	 "William Henry" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C2021/media/1|http://api.aucklandmuseum.com/id/person/C2021/media/2" 
 "http://api.aucklandmuseum.com/id/person/C7662" 	 "31" 	 "Killed in Action" 	 "08 May 1915" 	 "Jarman" 	 "John Stuart" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C7662/media/1|http://api.aucklandmuseum.com/id/person/C7662/media/2|http://api.aucklandmuseum.com/id/person/C7662/media/3|http://api.aucklandmuseum.com/id/person/C7662/media/4" 
 "http://api.aucklandmuseum.com/id/person/C5275" 	 "21" 	 "Died of Disease" 	 "02 Feb 1918" 	 "Gallagher" 	 "James Leonard" 	 "Great Britain" 	 "http://api.aucklandmuseum.com/id/person/C5275/media/1|http://api.aucklandmuseum.com/id/person/C5275/media/2" 
 "http://api.aucklandmuseum.com/id/person/C3227" 	 "23" 	 "Killed in Action" 	 "12 Oct 1917" 	 "Coster" 	 "Frank Porteous" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C3227/media/1|http://api.aucklandmuseum.com/id/person/C3227/media/2|http://api.aucklandmuseum.com/id/person/C3227/media/3" 
 "http://api.aucklandmuseum.com/id/person/C33985" 	 "25" 	 "Died of Sickness" 	 "27 Mar 1924" 	 "Metua" 	 "Moeau" 	 "Wellington" 	 "http://api.aucklandmuseum.com/id/person/C33985/media/1" 
 "http://api.aucklandmuseum.com/id/person/C16493" 	 "26" 	 "Killed in Action" 	 "07 Jun 1917" 	 "Watson" 	 "Frederick William" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C16493/media/1|http://api.aucklandmuseum.com/id/person/C16493/media/7|http://api.aucklandmuseum.com/id/person/C16493/media/4|http://api.aucklandmuseum.com/id/person/C16493/media/2|http://api.aucklandmuseum.com/id/person/C16493/media/3|http://api.aucklandmuseum.com/id/person/C16493/media/5|http://api.aucklandmuseum.com/id/person/C16493/media/9|http://api.aucklandmuseum.com/id/person/C16493/media/10|http://api.aucklandmuseum.com/id/person/C16493/media/6|http://api.aucklandmuseum.com/id/person/C16493/media/11|http://api.aucklandmuseum.com/id/person/C16493/media/8" 
 "http://api.aucklandmuseum.com/id/person/C9408" 	 "24" 	 "Died of wounds" 	 "30 Aug 1918" 	 "McGahan" 	 "Francis Owen" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C9408/media/1|http://api.aucklandmuseum.com/id/person/C9408/media/2|http://api.aucklandmuseum.com/id/person/C9408/media/4|http://api.aucklandmuseum.com/id/person/C9408/media/5|http://api.aucklandmuseum.com/id/person/C9408/media/3|http://api.aucklandmuseum.com/id/person/C9408/media/6" 
 "http://api.aucklandmuseum.com/id/person/C4721" 	 "26" 	 "Killed in Action" 	 "12 Oct 1917" 	 "Faulkner" 	 "Charles Edgar George" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C4721/media/1" 
 "http://api.aucklandmuseum.com/id/person/C3976" 	 "39" 	 "Killed in Action" 	 "12 Oct 1917" 	 "Dimes" 	 "Arthur" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C3976/media/1|http://api.aucklandmuseum.com/id/person/C3976/media/2" 
 "http://api.aucklandmuseum.com/id/person/C50597" 	 "33" 	 "Died of wounds" 	 "07 Aug 1915" 	 "Mayo" 	 "George Dyer" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C50597/media/1" 
 "http://api.aucklandmuseum.com/id/person/C15000" 	 "28" 	 "Killed in Action" 	 "15 Sep 1916" 	 "Stevenson" 	 "Alex Carstairs" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C15000/media/1" 
 "http://api.aucklandmuseum.com/id/person/C21753" 	 "82" 	 "Died from Natural Causes" 	 "15 Aug 1970" 	 "Mouldey" 	 "Leonard Fletcher" 	 "Thames" 	 "http://api.aucklandmuseum.com/id/person/C21753/media/1|http://api.aucklandmuseum.com/id/person/C21753/media/2|http://api.aucklandmuseum.com/id/person/C21753/media/3" 
 "http://api.aucklandmuseum.com/id/person/C9444" 	 "42" 	 "Killed in Action" 	 "02 Dec 1917" 	 "McGowan" 	 "Cornelius" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C9444/media/1|http://api.aucklandmuseum.com/id/person/C9444/media/2" 
 "http://api.aucklandmuseum.com/id/person/C49118" 	 "25" 	 "Killed in Action" 	 "08 Aug 1915" 	 "MacDonald" 	 "Kenneth" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C49118/media/1" 
 "http://api.aucklandmuseum.com/id/person/C6936" 	 "21" 	 "Killed in Action" 	 "01 Oct 1916" 	 "Hill" 	 "Lionel Were" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C6936/media/1" 
 "http://api.aucklandmuseum.com/id/person/C2572" 	 "21" 	 "Killed in Action" 	 "04 Oct 1917" 	 "Choat" 	 "Sidney William" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C2572/media/1|http://api.aucklandmuseum.com/id/person/C2572/media/2|http://api.aucklandmuseum.com/id/person/C2572/media/3|http://api.aucklandmuseum.com/id/person/C2572/media/4|http://api.aucklandmuseum.com/id/person/C2572/media/5|http://api.aucklandmuseum.com/id/person/C2572/media/6" 
 "http://api.aucklandmuseum.com/id/person/C170" 	 "26" 	 "Killed in Action" 	 "21 Sep 1916" 	 "Allen" 	 "Albert David" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C170/media/1" 
 "http://api.aucklandmuseum.com/id/person/C13825" 	 "23" 	 "Died of Sickness" 	 "02 Jun 1918" 	 "Wright" 	 "William Henry" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C13825/media/1" 
 "http://api.aucklandmuseum.com/id/person/C49092" 	 "24" 	 "Died of wounds" 	 "05 Jan 1916" 	 "Macdonald" 	 "Gordon" 	 "[United Kingdom]" 	 "http://api.aucklandmuseum.com/id/person/C49092/media/1" 
 "http://api.aucklandmuseum.com/id/person/C5741" 	 "21" 	 "Died of wounds" 	 "30 Aug 1918" 	 "Gourlay" 	 "Arthur Victor" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C5741/media/1" 
 "http://api.aucklandmuseum.com/id/person/C32470" 	 "28" 	 "Died after Discharge from Wounds Inflicted or Disease Contracted while on Active Service" 	 "12 May 1920" 	 "McFadden" 	 "James" 	 "New Zealand" 	 "http://api.aucklandmuseum.com/id/person/C32470/media/5|http://api.aucklandmuseum.com/id/person/C32470/media/1|http://api.aucklandmuseum.com/id/person/C32470/media/2|http://api.aucklandmuseum.com/id/person/C32470/media/4|http://api.aucklandmuseum.com/id/person/C32470/media/3" 
 "http://api.aucklandmuseum.com/id/person/C3348" 	 "29" 	 "Killed in Action" 	 "14 Jul 1916" 	 "Craigie" 	 "Wilfred John Mellor" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C3348/media/1" 
 "http://api.aucklandmuseum.com/id/person/C373" 	 "31" 	 "Died of Disease" 	 "31 Oct 1918" 	 "Apps" 	 "Albert George" 	 "Palestine" 	 "http://api.aucklandmuseum.com/id/person/C373/media/1" 
 "http://api.aucklandmuseum.com/id/person/C16645" 	 "19" 	 "Died of wounds" 	 "04 Oct 1915" 	 "Welsh" 	 "Frederick Stanley" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C16645/media/1" 
 "http://api.aucklandmuseum.com/id/person/C185" 	 "22" 	 "Killed in Action" 	 "09 May 1915" 	 "Allen" 	 "Lawrence" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C185/media/6|http://api.aucklandmuseum.com/id/person/C185/media/3|http://api.aucklandmuseum.com/id/person/C185/media/1|http://api.aucklandmuseum.com/id/person/C185/media/2|http://api.aucklandmuseum.com/id/person/C185/media/7|http://api.aucklandmuseum.com/id/person/C185/media/4|http://api.aucklandmuseum.com/id/person/C185/media/8|http://api.aucklandmuseum.com/id/person/C185/media/5" 
 "http://api.aucklandmuseum.com/id/person/C11174" 	 "31" 	 "Killed in Action" 	 "07 Aug 1915" 	 "Mullany" 	 "Lewis" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C11174/media/1" 
 "http://api.aucklandmuseum.com/id/person/C39636" 	 "20" 	 "Killed in Action" 	 "23 Jun 1915" 	 "Busbridge" 	 "William Joseph" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C39636/media/1|http://api.aucklandmuseum.com/id/person/C39636/media/2" 
 "http://api.aucklandmuseum.com/id/person/C1965" 	 "27" 	 "Killed in Action" 	 "06 Aug 1915" 	 "Burn" 	 "Robert Bruce" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C1965/media/1" 
 "http://api.aucklandmuseum.com/id/person/C7096" 	 "23" 	 "Killed in Action" 	 "12 Oct 1917" 	 "Hollow" 	 "James Walker" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C7096/media/1" 
 "http://api.aucklandmuseum.com/id/person/C4014" 	 "42" 	 "Killed in Action" 	 "05 Apr 1918" 	 "Dobson" 	 "John" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C4014/media/1|http://api.aucklandmuseum.com/id/person/C4014/media/2" 
 "http://api.aucklandmuseum.com/id/person/C104" 	 "21" 	 "Died of Disease" 	 "17 Jun 1919" 	 "Aitken" 	 "William Robert" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C104/media/1|http://api.aucklandmuseum.com/id/person/C104/media/2|http://api.aucklandmuseum.com/id/person/C104/media/3|http://api.aucklandmuseum.com/id/person/C104/media/4" 
 "http://api.aucklandmuseum.com/id/person/C75410" 	 "35" 	 "Died after Discharge from Wounds Inflicted or Disease Contracted while on Active Service" 	 "09 Aug 1921" 	 "McElroy" 	 "Michael" 	 "New Zealand" 	 "http://api.aucklandmuseum.com/id/person/C75410/media/1" 
 "http://api.aucklandmuseum.com/id/person/C1409" 	 "25" 	 "Killed in Action" 	 "15 Sep 1916" 	 "Boundy" 	 "Stanley Thomas Watters" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C1409/media/1|http://api.aucklandmuseum.com/id/person/C1409/media/2" 
 "http://api.aucklandmuseum.com/id/person/C15776" 	 "22" 	 "Killed in Action" 	 "20 Nov 1917" 	 "Thorn" 	 "Ben" 	 "Ypres" 	 "http://api.aucklandmuseum.com/id/person/C15776/media/1|http://api.aucklandmuseum.com/id/person/C15776/media/2|http://api.aucklandmuseum.com/id/person/C15776/media/3|http://api.aucklandmuseum.com/id/person/C15776/media/4" 
 "http://api.aucklandmuseum.com/id/person/C15130" 	 "21" 	 "Killed in Action" 	 "12 Nov 1916" 	 "Strachan" 	 "Francis Alex" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C15130/media/1" 
 "http://api.aucklandmuseum.com/id/person/C470" 	 "23" 	 "Died of wounds" 	 "15 Sep 1916" 	 "Ashworth" 	 "Frederick Reginald" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C470/media/1|http://api.aucklandmuseum.com/id/person/C470/media/2" 
 "http://api.aucklandmuseum.com/id/person/C12194" 	 "22" 	 "Died of wounds" 	 "24 Oct 1918" 	 "Penn" 	 "Thomas Leonard" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C12194/media/1" 
 "http://api.aucklandmuseum.com/id/person/C15249" 	 "20" 	 "Killed in Action" 	 "14 Jul 1916" 	 "Sutherland" 	 "Henry" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C15249/media/1|http://api.aucklandmuseum.com/id/person/C15249/media/2|http://api.aucklandmuseum.com/id/person/C15249/media/3" 
 "http://api.aucklandmuseum.com/id/person/C8717" 	 "23" 	 "Died of wounds" 	 "05 Sep 1917" 	 "Leslie" 	 "Roy John" 	 "Papeete" 	 "http://api.aucklandmuseum.com/id/person/C8717/media/17|http://api.aucklandmuseum.com/id/person/C8717/media/3|http://api.aucklandmuseum.com/id/person/C8717/media/9|http://api.aucklandmuseum.com/id/person/C8717/media/7|http://api.aucklandmuseum.com/id/person/C8717/media/12|http://api.aucklandmuseum.com/id/person/C8717/media/10|http://api.aucklandmuseum.com/id/person/C8717/media/8|http://api.aucklandmuseum.com/id/person/C8717/media/16|http://api.aucklandmuseum.com/id/person/C8717/media/5|http://api.aucklandmuseum.com/id/person/C8717/media/13|http://api.aucklandmuseum.com/id/person/C8717/media/11|http://api.aucklandmuseum.com/id/person/C8717/media/4|http://api.aucklandmuseum.com/id/person/C8717/media/6|http://api.aucklandmuseum.com/id/person/C8717/media/15|http://api.aucklandmuseum.com/id/person/C8717/media/1|http://api.aucklandmuseum.com/id/person/C8717/media/18|http://api.aucklandmuseum.com/id/person/C8717/media/14|http://api.aucklandmuseum.com/id/person/C8717/media/2" 
 "http://api.aucklandmuseum.com/id/person/C33136" 	 "31" 	 "Died of Sickness" 	 "17 Nov 1918" 	 "Julian" 	 "Edward Olave" 	 "Featherston" 	 "http://api.aucklandmuseum.com/id/person/C33136/media/1|http://api.aucklandmuseum.com/id/person/C33136/media/2" 
 "http://api.aucklandmuseum.com/id/person/C14500" 	 "39" 	 "Died of wounds" 	 "21 Sep 1916" 	 "Skillon" 	 "Tom Handley" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C14500/media/1|http://api.aucklandmuseum.com/id/person/C14500/media/2|http://api.aucklandmuseum.com/id/person/C14500/media/3|http://api.aucklandmuseum.com/id/person/C14500/media/4" 
 "http://api.aucklandmuseum.com/id/person/C1955" 	 "23" 	 "Died of wounds" 	 "31 May 1916" 	 "Burke" 	 "Hubert John" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C1955/media/1|http://api.aucklandmuseum.com/id/person/C1955/media/2" 
 "http://api.aucklandmuseum.com/id/person/C8581" 	 "24" 	 "Died of wounds" 	 "17 Oct 1917" 	 "Lavelle" 	 "Maurice" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C8581/media/1|http://api.aucklandmuseum.com/id/person/C8581/media/2" 
 "http://api.aucklandmuseum.com/id/person/C12915" 	 "40" 	 "Accidental Death" 	 "11 Jan 1916" 	 "Reidy" 	 "Frederick" 	 "England" 	 "http://api.aucklandmuseum.com/id/person/C12915/media/1" 
 "http://api.aucklandmuseum.com/id/person/C13904" 	 "22" 	 "Died of wounds" 	 "08 Jun 1917" 	 "Ross" 	 "Burns" 	 "Belgium" 	 "http://api.aucklandmuseum.com/id/person/C13904/media/1|http://api.aucklandmuseum.com/id/person/C13904/media/2|http://api.aucklandmuseum.com/id/person/C13904/media/3" 
 "http://api.aucklandmuseum.com/id/person/C32386" 	 "35" 	 "Died of Sickness" 	 "15 Nov 1918" 	 "Kelly" 	 "William Patrick" 	 "Christchurch" 	 "http://api.aucklandmuseum.com/id/person/C32386/media/1" 
 "http://api.aucklandmuseum.com/id/person/C14364" 	 "33" 	 "Killed in Action" 	 "08 Aug 1915" 	 "Shoemark" 	 "James Charles" 	 "Gallipoli" 	 "http://api.aucklandmuseum.com/id/person/C14364/media/1" 
 "http://api.aucklandmuseum.com/id/person/C13158" 	 "28" 	 "Killed in Action" 	 "27 Mar 1918" 	 "Robertson" 	 "Douglas Leslie" 	 "Somme" 	 "http://api.aucklandmuseum.com/id/person/C13158/media/1|http://api.aucklandmuseum.com/id/person/C13158/media/2" 
 "http://api.aucklandmuseum.com/id/person/C13106" 	 "34" 	 "Died of Disease" 	 "19 Aug 1915" 	 "Roach" 	 "George Adnum" 	 "Egypt" 	 "http://api.aucklandmuseum.com/id/person/C13106/media/1" 
 "http://api.aucklandmuseum.com/id/person/C3127" 	 "24" 	 "Died of wounds" 	 "07 Jul 1917" 	 "Cooper" 	 "George James" 	 "France" 	 "http://api.aucklandmuseum.com/id/person/C3127/media/1|http://api.aucklandmuseum.com/id/person/C3127/media/2|http://api.aucklandmuseum.com/id/person/C3127/media/3" 
 "http://api.aucklandmuseum.com/id/person/C15551" 	 "27" 	 "Died of wounds" 	 "10 Sep 1918" 	 "Taylor" 	 "Peter" 	 "[United Kingdom]" 	 "http://api.aucklandmuseum.com/id/person/C15551/media/1|http://api.aucklandmuseum.com/id/person/C15551/media/2|http://api.aucklandmuseum.com/id/person/C15551/media/3" 
